,Asset Name,Asset Name: Address,Asset Name: Size,Asset Name: Date Built,Custom: Assessment Date,formattted_address,latitude,longitude,formatted_address,location,geometry,index_right,OBJECTID,WARD,COUNCILLOR_NAME,PHONE,EMAIL,WEBSITE,PICTURE_URL,Shape__Area,Shape__Length,year,dry_days_hxmax40_mean,freeze_thaw_mean,ice_days_mean,max_temp_mean_mean,minimum_temp_mean_mean,tg_mean_6_mean,total_precipitation_mean,wet_days_plus20mm_mean
34,BERNIE COURT YARD - MAIN BUILDING (F),308 RYMAL ROAD EAST,20720.0,1989-01-01,2018,"308 rymal road east, Hamilton, Ontario",43.19870732,-79.87954648,"308 Rymal Rd E, Hamilton, Ontario, L9B 1C2","308 Rymal Rd E, Hamilton, Ontario, L9B 1C2",POINT (-79.87954648206 43.198707319423),6.0,7.0,7,Esther Pauls,905-546-2706,esther.pauls@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-7,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrPauls-2022.jpg.jpeg?itok=XFH04W3H,12979133.28,18061.03157,1989.0,1.9444444444444444,60.52777777777778,46.388888888888886,13.635833333333334,4.450277777777779,9.046111111111111,844.3783333333332,7.138888888888889
35,BERNIE COURT YARD - SALT STORAGE,308 RYMAL ROAD EAST,4880.0,1994-01-02,2018,"308 rymal road east, Hamilton, Ontario",43.19870732,-79.87954648,"308 Rymal Rd E, Hamilton, Ontario, L9B 1C2","308 Rymal Rd E, Hamilton, Ontario, L9B 1C2",POINT (-79.87954648206 43.198707319423),6.0,7.0,7,Esther Pauls,905-546-2706,esther.pauls@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-7,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrPauls-2022.jpg.jpeg?itok=XFH04W3H,12979133.28,18061.03157,1994.0,2.193548387096774,60.16129032258065,45.096774193548384,13.780967741935486,4.597741935483871,9.185483870967742,846.8109677419354,7.17741935483871
36,BERNIE COURT YARD - SAND STORAGE,308 RYMAL ROAD EAST,4796.0,2010-01-02,2018,"308 rymal road east, Hamilton, Ontario",43.19870732,-79.87954648,"308 Rymal Rd E, Hamilton, Ontario, L9B 1C2","308 Rymal Rd E, Hamilton, Ontario, L9B 1C2",POINT (-79.87954648206 43.198707319423),6.0,7.0,7,Esther Pauls,905-546-2706,esther.pauls@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-7,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrPauls-2022.jpg.jpeg?itok=XFH04W3H,12979133.28,18061.03157,2010.0,2.8666666666666667,58.4,40.96666666666667,14.138,5.008666666666666,9.566666666666666,856.4746666666668,7.5
37,BERNIE MORELLI RECREATION CENTRE (P),876 CANNON STREET EAST,54895.0,2018-09-04,2020,"876 cannon street east, Hamilton, Ontario",43.25018759,-79.83006652,"876 Cannon St E, Hamilton, Ontario, L8L 0C6","876 Cannon St E, Hamilton, Ontario, L8L 0C6",POINT (-79.830066515054 43.250187585712),2.0,3.0,3,Nrinder Nann,905-546-2702,ward3@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-3,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClNann2022.jpg.jpeg?itok=XcU3SJXW,15157684.04,22796.90359,2018.0,3.0,51.642857142857146,31.0,14.824285714285713,6.125714285714286,10.118571428571428,797.6085714285715,7.357142857142857
38,BERRISFIELD PARK - ICE HUT,125 BIRCHCLIFFE CRESCENT,688.0,2002-01-02,2017,"125 birchcliffe crescent, Hamilton, Ontario",43.21063691,-79.84011767,"125 Birchcliffe Cres, Hamilton, Ontario, L8T 4K6","125 Birchcliffe Cres, Hamilton, Ontario, L8T 4K6",POINT (-79.840117674246 43.210636905027),5.0,6.0,6,Tom Jackson,905-546-2707,tom.jackson@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-6,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrJackson2022.jpg.jpeg?itok=7Ri9I-wg,16090556.13,21230.93275,2002.0,2.608695652173913,59.58695652173913,42.80434782608695,13.959565217391305,4.8078260869565215,9.384347826086957,851.7056521739129,7.260869565217392
39,BEVERLY ARENA,680 HIGHWAY 8,32297.53,1978-01-02,2015,"680 highway 8, Hamilton, Ontario",43.29638629,-80.11156108,"680 Hwy 8, Dundas, Ontario, L9H 5E1","680 Hwy 8, Dundas, Ontario, L9H 5E1",POINT (-80.111561082355 43.296386289083),12.0,13.0,13,Alex Wilson,905-546-2714,ward13@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-13,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-12/Postcard-ClrWilson2022.jpg.jpeg?itok=Nja7UYOw,272998885.4,84450.74325,1978.0,1.0425531914893618,67.61702127659575,52.87234042553192,13.226170212765958,3.373191489361702,8.295744680851064,858.758510638298,6.925531914893617
40,BEVERLY COMMUNITY CENTRE & ROCKTON ELEMENTARY SCHOOL (HWDSB),670 HIGHWAY 8,3800.0,2021-09-01,,"670 highway 8, Hamilton, Ontario",43.21277934,-79.7015123,"670 Hwy 8, Hamilton, Ontario, L8E","670 Hwy 8, Hamilton, Ontario, L8E",POINT (-79.701512299217 43.212779338872),9.0,10.0,10,Jeff Beattie,905-546-2701,jeff.beattie@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-10,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrBeattie.jpg.jpeg?itok=pdfLrJ5N,31395293.41,31057.20076,2021.0,3.5,50.25,34.125,14.695,6.0275,10.3125,825.0899999999999,7.5
41,BEVERLY COMMUNITY STORAGE GARAGE,680 HIGHWAY 8,2664.0,1975-01-02,2019,"680 highway 8, Hamilton, Ontario",43.29638629,-80.11156108,"680 Hwy 8, Dundas, Ontario, L9H 5E1","680 Hwy 8, Dundas, Ontario, L9H 5E1",POINT (-80.111561082355 43.296386289083),12.0,13.0,13,Alex Wilson,905-546-2714,ward13@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-13,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-12/Postcard-ClrWilson2022.jpg.jpeg?itok=Nja7UYOw,272998885.4,84450.74325,1975.0,0.98,67.68,53.26,13.1786,3.3213999999999992,8.2466,855.4796000000001,6.85
42,Beverly Park - Pavilion,680 Hwy #8,1332.0,1975-01-02,2019,"680 hwy #8, Hamilton, Ontario",43.29638629,-80.11156108,"680 Hwy 8, Dundas, Ontario, L9H 5E1","680 Hwy 8, Dundas, Ontario, L9H 5E1",POINT (-80.111561082355 43.296386289083),12.0,13.0,13,Alex Wilson,905-546-2714,ward13@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-13,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-12/Postcard-ClrWilson2022.jpg.jpeg?itok=Nja7UYOw,272998885.4,84450.74325,1975.0,0.98,67.68,53.26,13.1786,3.3213999999999992,8.2466,855.4796000000001,6.85
43,Beverly Park - Scorekeeper Booth,680 Hwy 8,266.0,2008-01-01,2019,"680 hwy 8, Hamilton, Ontario",43.29638629,-80.11156108,"680 Hwy 8, Dundas, Ontario, L9H 5E1","680 Hwy 8, Dundas, Ontario, L9H 5E1",POINT (-80.111561082355 43.296386289083),12.0,13.0,13,Alex Wilson,905-546-2714,ward13@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-13,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-12/Postcard-ClrWilson2022.jpg.jpeg?itok=Nja7UYOw,272998885.4,84450.74325,2008.0,1.8823529411764706,65.20588235294117,45.794117647058826,13.903529411764707,4.110588235294118,9.00764705882353,875.1694117647058,7.352941176470588
44,Beverly Park - Small Sun Shelter,680 Hwy 8,385.0,2009-01-01,2019,"680 hwy 8, Hamilton, Ontario",43.29638629,-80.11156108,"680 Hwy 8, Dundas, Ontario, L9H 5E1","680 Hwy 8, Dundas, Ontario, L9H 5E1",POINT (-80.111561082355 43.296386289083),12.0,13.0,13,Alex Wilson,905-546-2714,ward13@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-13,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-12/Postcard-ClrWilson2022.jpg.jpeg?itok=Nja7UYOw,272998885.4,84450.74325,2009.0,1.9375,64.90625,45.59375,13.925,4.13625,9.026875,875.745,7.40625
45,Beverly Park - Washrooms - Located North West Corner Of Parking Lot,680 Hwy 8,300.0,1985-01-02,2019,"680 hwy 8, Hamilton, Ontario",43.29638629,-80.11156108,"680 Hwy 8, Dundas, Ontario, L9H 5E1","680 Hwy 8, Dundas, Ontario, L9H 5E1",POINT (-80.111561082355 43.296386289083),12.0,13.0,13,Alex Wilson,905-546-2714,ward13@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-13,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-12/Postcard-ClrWilson2022.jpg.jpeg?itok=Nja7UYOw,272998885.4,84450.74325,1985.0,1.2,67.05,51.6125,13.369,3.5287499999999996,8.44725,862.199,6.95
46,BEVERLY PARK CONCESSION,680 HIGHWAY 8,600.0,1968-01-02,2019,"680 highway 8, Hamilton, Ontario",43.29638629,-80.11156108,"680 Hwy 8, Dundas, Ontario, L9H 5E1","680 Hwy 8, Dundas, Ontario, L9H 5E1",POINT (-80.111561082355 43.296386289083),12.0,13.0,13,Alex Wilson,905-546-2714,ward13@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-13,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-12/Postcard-ClrWilson2022.jpg.jpeg?itok=Nja7UYOw,272998885.4,84450.74325,1968.0,0.8596491228070176,68.21929824561404,54.333333333333336,13.053859649122806,3.1943859649122803,8.122631578947368,854.2857894736841,6.7894736842105265
47,BEVERLY TOWNSHIP HALL (ROCKTON HALL) (H),795 OLD HIGHWAY 8,3995.0,1980-01-02,2022,"795 old highway 8, Hamilton, Ontario",43.30049401,-80.12658707,"795 Old Highway 8, Rockton, Ontario, L0R 1X0","795 Old Highway 8, Rockton, Ontario, L0R 1X0",POINT (-80.126587068721 43.300494008372),12.0,13.0,13,Alex Wilson,905-546-2714,ward13@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-13,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-12/Postcard-ClrWilson2022.jpg.jpeg?itok=Nja7UYOw,272998885.4,84450.74325,1980.0,1.0888888888888888,67.47777777777777,52.577777777777776,13.248444444444447,3.3997777777777776,8.319111111111111,859.1666666666669,6.933333333333334
48,BIINDIGEN COMMUNITY HUB (SAINT HELEN'S),785 BRITANNIA AVENUE,35000.0,1953-10-19,2019,"785 britannia avenue, Hamilton, Ontario",43.24001719,-79.78103389,"785 Britannia Ave, Hamilton, Ontario, L8H 2B6","785 Britannia Ave, Hamilton, Ontario, L8H 2B6",POINT (-79.78103389022 43.240017193947),3.0,4.0,4,Tammy Hwang,905-546-2113,ward4@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-4,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrHwang2022.jpg.jpeg?itok=BYWACH40,20411250.4,30523.09194,1953.0,1.2361111111111112,59.826388888888886,47.44444444444444,13.276388888888889,4.340277777777778,8.805694444444445,821.3670833333333,6.625
49,BILL FRIDAY LAWFIELD ARENA,150 FOLKESTONE AVENUE,31183.0,1979-01-02,2015,"150 folkestone avenue, Hamilton, Ontario",43.21463851,-79.85116418,"150 Folkestone Ave, Hamilton, Ontario, L8V 4R6","150 Folkestone Ave, Hamilton, Ontario, L8V 4R6",POINT (-79.851164184441 43.214638509422),6.0,7.0,7,Esther Pauls,905-546-2706,esther.pauls@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-7,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrPauls-2022.jpg.jpeg?itok=XFH04W3H,12979133.28,18061.03157,1979.0,1.6304347826086956,61.54347826086956,48.108695652173914,13.422173913043482,4.230434782608696,8.825000000000001,842.3628260869564,7.086956521739131
50,BILL SIMONE HALL (OLD BEASLEY),133 WILSON STREET,2456.0,1998-01-02,2022,"133 wilson street, Hamilton, Ontario",43.25806649,-79.86173519,"133 Wilson St, Hamilton, Ontario, L8R 1E2","133 Wilson St, Hamilton, Ontario, L8R 1E2",POINT (-79.861735189269 43.258066490878),1.0,2.0,2,Cameron Kroetsch,905-546-2197,ward2@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-2,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrKroetsch2022.png.jpeg?itok=_iOW26TK,5920186.384,15531.3396,1998.0,2.3333333333333335,57.94444444444444,38.425925925925924,14.302222222222223,5.164444444444444,9.733333333333334,822.6722222222221,7.111111111111111
51,Billy Sherring Park - Sunshelter Washroom Building,1530 Upper Sherman Ave.,1405.0,2002-01-02,2017,"1530 upper sherman ave., Hamilton, Ontario",43.19845821,-79.86463063,"1530 Upper Sherman Ave, Hamilton, Ontario, L8W 1C5","1530 Upper Sherman Ave, Hamilton, Ontario, L8W 1C5",POINT (-79.864630633902 43.198458209261),6.0,7.0,7,Esther Pauls,905-546-2706,esther.pauls@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-7,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrPauls-2022.jpg.jpeg?itok=XFH04W3H,12979133.28,18061.03157,2002.0,2.5217391304347827,59.58695652173913,42.80434782608695,13.959565217391305,4.8078260869565215,9.384347826086957,851.7056521739129,7.260869565217392
52,BINBROOK LIBRARY,2641 REGIONAL ROAD 56,6000.0,2018-01-02,2022,"2641 regional road 56, Hamilton, Ontario",43.1217381,-79.80341441,"2641 Regional Rd 56, Binbrook, Ontario, L0R 1C0","2641 Regional Rd 56, Binbrook, Ontario, L0R 1C0",POINT (-79.803414409889 43.121738104672),10.0,11.0,11,Mark Tadeson,905-546-2110,mark.tadeson@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-11,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrTadeson2022.jpg.jpeg?itok=IXTC5Bi5,196798677.2,58437.14915,2018.0,3.142857142857143,56.42857142857143,37.357142857142854,14.379999999999999,5.408571428571428,9.877142857142857,846.8457142857143,7.285714285714286
53,BINBROOK MEMORIAL HALL (H),2600 HIGHWAY 56,7596.0,1924-01-02,2004,"2600 highway 56, Hamilton, Ontario",43.04154787,-79.79955107,"Highway 56, Haldimand County, Ontario, N0A 1R0","Highway 56, Haldimand County, Ontario, N0A 1R0",POINT (-79.799551065972 43.04154787091),,,11,,,,,,,,1924.0,0.6933333333333334,61.79333333333334,49.13333333333333,13.060399999999998,4.055866666666665,8.640533333333332,846.3541333333334,6.413333333333333
54,Binbrook Park - Ball Park Washroom,2651 Hwy #56,250.0,1983-01-02,2019,"2651 hwy #56, Hamilton, Ontario",43.04154787,-79.79955107,"Highway 56, Haldimand County, Ontario, N0A 1R0","Highway 56, Haldimand County, Ontario, N0A 1R0",POINT (-79.799551065972 43.04154787091),,,11,,,,,,,,1983.0,1.2142857142857142,59.892857142857146,45.44047619047619,13.49380952380952,4.518095238095238,9.089523809523811,855.1852380952382,6.738095238095238
55,BINBROOK YARD - MAIN BUILDING (F),2111 BINBROOK ROAD,5508.0,1969-01-02,2018,"2111 binbrook road, Hamilton, Ontario",43.1159253,-79.78489627,"2111 Binbrook Rd, Binbrook, Ontario, L0R 1C0","2111 Binbrook Rd, Binbrook, Ontario, L0R 1C0",POINT (-79.784896271203 43.115925296729),10.0,11.0,11,Mark Tadeson,905-546-2110,mark.tadeson@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-11,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrTadeson2022.jpg.jpeg?itok=IXTC5Bi5,196798677.2,58437.14915,1969.0,1.25,60.8125,48.598214285714285,13.260535714285712,4.266785714285715,8.764821428571429,843.8721428571429,6.669642857142857
56,BINBROOK YARD - SALT / SAND STORAGE,2111 BINBROOK ROAD,2539.0,2004-01-02,2018,"2111 binbrook road, Hamilton, Ontario",43.1159253,-79.78489627,"2111 Binbrook Rd, Binbrook, Ontario, L0R 1C0","2111 Binbrook Rd, Binbrook, Ontario, L0R 1C0",POINT (-79.784896271203 43.115925296729),10.0,11.0,11,Mark Tadeson,905-546-2110,mark.tadeson@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-11,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrTadeson2022.jpg.jpeg?itok=IXTC5Bi5,196798677.2,58437.14915,2004.0,2.3333333333333335,57.666666666666664,41.57142857142857,14.012857142857142,5.063333333333334,9.536666666666667,860.3442857142857,7.214285714285714
57,BINBROOK YARD - STORAGE BUILDING,2111 BINBROOK ROAD,130.0,1969-01-01,2018,"2111 binbrook road, Hamilton, Ontario",43.1159253,-79.78489627,"2111 Binbrook Rd, Binbrook, Ontario, L0R 1C0","2111 Binbrook Rd, Binbrook, Ontario, L0R 1C0",POINT (-79.784896271203 43.115925296729),10.0,11.0,11,Mark Tadeson,905-546-2110,mark.tadeson@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-11,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrTadeson2022.jpg.jpeg?itok=IXTC5Bi5,196798677.2,58437.14915,1969.0,1.25,60.8125,48.598214285714285,13.260535714285712,4.266785714285715,8.764821428571429,843.8721428571429,6.669642857142857
58,BIRGE OUTDOOR POOL,167 BIRGE STREET,700.0,2016-01-02,2018,"167 birge street, Hamilton, Ontario",43.26202971,-79.84736148,"167 Birge St, Hamilton, Ontario, L8L 3L6","167 Birge St, Hamilton, Ontario, L8L 3L6",POINT (-79.847361482609 43.262029706157),2.0,3.0,3,Nrinder Nann,905-546-2702,ward3@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-3,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClNann2022.jpg.jpeg?itok=XcU3SJXW,15157684.04,22796.90359,2016.0,2.7777777777777777,55.388888888888886,34.0,14.767777777777777,5.652222222222223,10.2,819.0466666666666,7.277777777777778
59,Bobby Kerr Park - Storage - 2 Structures Side By Side,100 Reno Ave.,383.0,1968-01-02,2017,"100 reno ave., Hamilton, Ontario",43.21635969,-79.83917002,"100 Reno Ave, Hamilton, Ontario, L8T 2S7","100 Reno Ave, Hamilton, Ontario, L8T 2S7",POINT (-79.839170016273 43.216359691329),5.0,6.0,6,Tom Jackson,905-546-2707,tom.jackson@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-6,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrJackson2022.jpg.jpeg?itok=7Ri9I-wg,16090556.13,21230.93275,1968.0,1.4736842105263157,62.42982456140351,49.64912280701754,13.237894736842106,4.036140350877193,8.638245614035089,838.4136842105263,6.9298245614035086
60,BRAMPTON YARD - MAIN BUILDING (F),2200 BRAMPTON STREET,3464.0,1989-01-02,2018,"2200 brampton street, Hamilton, Ontario",43.24841272,-79.7712227,"2200 Brampton St, Hamilton, Ontario, L8H 0A2","2200 Brampton St, Hamilton, Ontario, L8H 0A2",POINT (-79.771222704915 43.248412717715),3.0,4.0,4,Tammy Hwang,905-546-2113,ward4@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-4,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrHwang2022.jpg.jpeg?itok=BYWACH40,20411250.4,30523.09194,1989.0,2.0833333333333335,57.013888888888886,42.958333333333336,13.833888888888888,4.921388888888888,9.380833333333333,830.9972222222221,6.972222222222222
61,BRAMPTON YARD - QUONSET,2200 BRAMPTON STREET,1656.0,1989-01-02,2018,"2200 brampton street, Hamilton, Ontario",43.24841272,-79.7712227,"2200 Brampton St, Hamilton, Ontario, L8H 0A2","2200 Brampton St, Hamilton, Ontario, L8H 0A2",POINT (-79.771222704915 43.248412717715),3.0,4.0,4,Tammy Hwang,905-546-2113,ward4@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-4,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrHwang2022.jpg.jpeg?itok=BYWACH40,20411250.4,30523.09194,1989.0,2.0833333333333335,57.013888888888886,42.958333333333336,13.833888888888888,4.921388888888888,9.380833333333333,830.9972222222221,6.972222222222222
62,BRAMPTON YARD - SALT STORAGE,2200 BRAMPTON STREET,4796.0,1989-01-02,2018,"2200 brampton street, Hamilton, Ontario",43.24841272,-79.7712227,"2200 Brampton St, Hamilton, Ontario, L8H 0A2","2200 Brampton St, Hamilton, Ontario, L8H 0A2",POINT (-79.771222704915 43.248412717715),3.0,4.0,4,Tammy Hwang,905-546-2113,ward4@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-4,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrHwang2022.jpg.jpeg?itok=BYWACH40,20411250.4,30523.09194,1989.0,2.0833333333333335,57.013888888888886,42.958333333333336,13.833888888888888,4.921388888888888,9.380833333333333,830.9972222222221,6.972222222222222
