,Asset Name,Asset Name: Address,Asset Name: Size,Asset Name: Date Built,Custom: Assessment Date,formattted_address,latitude,longitude,formatted_address,location,geometry,index_right,OBJECTID,WARD,COUNCILLOR_NAME,PHONE,EMAIL,WEBSITE,PICTURE_URL,Shape__Area,Shape__Length
44,Beverly Park - Pavilion,680 Hwy #8,1332,1975-01-02,2019,"680 hwy #8, Hamilton, Ontario",43.29638629,-80.11156108,"680 Hwy 8, Dundas, Ontario, L9H 5E1","680 Hwy 8, Dundas, Ontario, L9H 5E1",POINT (-80.111561082355 43.296386289083),12,13,13,Alex Wilson,905-546-2714,ward13@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-13,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-12/Postcard-ClrWilson2022.jpg.jpeg?itok=Nja7UYOw,272998885.4,84450.74325
45,Beverly Park - Scorekeeper Booth,680 Hwy 8,266,2008-01-01,2019,"680 hwy 8, Hamilton, Ontario",43.29638629,-80.11156108,"680 Hwy 8, Dundas, Ontario, L9H 5E1","680 Hwy 8, Dundas, Ontario, L9H 5E1",POINT (-80.111561082355 43.296386289083),12,13,13,Alex Wilson,905-546-2714,ward13@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-13,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-12/Postcard-ClrWilson2022.jpg.jpeg?itok=Nja7UYOw,272998885.4,84450.74325
46,Beverly Park - Small Sun Shelter,680 Hwy 8,385,2009-01-01,2019,"680 hwy 8, Hamilton, Ontario",43.29638629,-80.11156108,"680 Hwy 8, Dundas, Ontario, L9H 5E1","680 Hwy 8, Dundas, Ontario, L9H 5E1",POINT (-80.111561082355 43.296386289083),12,13,13,Alex Wilson,905-546-2714,ward13@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-13,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-12/Postcard-ClrWilson2022.jpg.jpeg?itok=Nja7UYOw,272998885.4,84450.74325
47,Beverly Park - Washrooms - Located North West Corner Of Parking Lot,680 Hwy 8,300,1985-01-02,2019,"680 hwy 8, Hamilton, Ontario",43.29638629,-80.11156108,"680 Hwy 8, Dundas, Ontario, L9H 5E1","680 Hwy 8, Dundas, Ontario, L9H 5E1",POINT (-80.111561082355 43.296386289083),12,13,13,Alex Wilson,905-546-2714,ward13@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-13,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-12/Postcard-ClrWilson2022.jpg.jpeg?itok=Nja7UYOw,272998885.4,84450.74325
48,BEVERLY PARK CONCESSION,680 HIGHWAY 8,600,1968-01-02,2019,"680 highway 8, Hamilton, Ontario",43.29638629,-80.11156108,"680 Hwy 8, Dundas, Ontario, L9H 5E1","680 Hwy 8, Dundas, Ontario, L9H 5E1",POINT (-80.111561082355 43.296386289083),12,13,13,Alex Wilson,905-546-2714,ward13@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-13,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-12/Postcard-ClrWilson2022.jpg.jpeg?itok=Nja7UYOw,272998885.4,84450.74325
49,BEVERLY TOWNSHIP HALL (ROCKTON HALL) (H),795 OLD HIGHWAY 8,3995,1980-01-02,2022,"795 old highway 8, Hamilton, Ontario",43.30049401,-80.12658707,"795 Old Highway 8, Rockton, Ontario, L0R 1X0","795 Old Highway 8, Rockton, Ontario, L0R 1X0",POINT (-80.126587068721 43.300494008372),12,13,13,Alex Wilson,905-546-2714,ward13@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-13,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-12/Postcard-ClrWilson2022.jpg.jpeg?itok=Nja7UYOw,272998885.4,84450.74325
50,BIINDIGEN COMMUNITY HUB (SAINT HELEN'S),785 BRITANNIA AVENUE,35000,1953-10-19,2019,"785 britannia avenue, Hamilton, Ontario",43.24001719,-79.78103389,"785 Britannia Ave, Hamilton, Ontario, L8H 2B6","785 Britannia Ave, Hamilton, Ontario, L8H 2B6",POINT (-79.78103389022 43.240017193947),3,4,4,Tammy Hwang,905-546-2113,ward4@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-4,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrHwang2022.jpg.jpeg?itok=BYWACH40,20411250.4,30523.09194
51,BILL FRIDAY LAWFIELD ARENA,150 FOLKESTONE AVENUE,31183,1979-01-02,2015,"150 folkestone avenue, Hamilton, Ontario",43.21463851,-79.85116418,"150 Folkestone Ave, Hamilton, Ontario, L8V 4R6","150 Folkestone Ave, Hamilton, Ontario, L8V 4R6",POINT (-79.851164184441 43.214638509422),6,7,7,Esther Pauls,905-546-2706,esther.pauls@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-7,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrPauls-2022.jpg.jpeg?itok=XFH04W3H,12979133.28,18061.03157
52,BILL SIMONE HALL (OLD BEASLEY),133 WILSON STREET,2456,1998-01-02,2022,"133 wilson street, Hamilton, Ontario",43.25806649,-79.86173519,"133 Wilson St, Hamilton, Ontario, L8R 1E2","133 Wilson St, Hamilton, Ontario, L8R 1E2",POINT (-79.861735189269 43.258066490878),1,2,2,Cameron Kroetsch,905-546-2197,ward2@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-2,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrKroetsch2022.png.jpeg?itok=_iOW26TK,5920186.384,15531.3396
53,Billy Sherring Park - Sunshelter Washroom Building,1530 Upper Sherman Ave.,1405,2002-01-02,2017,"1530 upper sherman ave., Hamilton, Ontario",43.19845821,-79.86463063,"1530 Upper Sherman Ave, Hamilton, Ontario, L8W 1C5","1530 Upper Sherman Ave, Hamilton, Ontario, L8W 1C5",POINT (-79.864630633902 43.198458209261),6,7,7,Esther Pauls,905-546-2706,esther.pauls@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-7,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrPauls-2022.jpg.jpeg?itok=XFH04W3H,12979133.28,18061.03157
54,BINBROOK LIBRARY,2641 REGIONAL ROAD 56,6000,2018-01-02,2022,"2641 regional road 56, Hamilton, Ontario",43.1217381,-79.80341441,"2641 Regional Rd 56, Binbrook, Ontario, L0R 1C0","2641 Regional Rd 56, Binbrook, Ontario, L0R 1C0",POINT (-79.803414409889 43.121738104672),10,11,11,Mark Tadeson,905-546-2110,mark.tadeson@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-11,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrTadeson2022.jpg.jpeg?itok=IXTC5Bi5,196798677.2,58437.14915
55,BINBROOK MEMORIAL HALL (H),2600 HIGHWAY 56,7596,1924-01-02,2004,"2600 highway 56, Hamilton, Ontario",43.04154787,-79.79955107,"Highway 56, Haldimand County, Ontario, N0A 1R0","Highway 56, Haldimand County, Ontario, N0A 1R0",POINT (-79.799551065972 43.04154787091),,,11,,,,,,,
56,Binbrook Park - Ball Park Washroom,2651 Hwy #56,250,1983-01-02,2019,"2651 hwy #56, Hamilton, Ontario",43.04154787,-79.79955107,"Highway 56, Haldimand County, Ontario, N0A 1R0","Highway 56, Haldimand County, Ontario, N0A 1R0",POINT (-79.799551065972 43.04154787091),,,11,,,,,,,
57,BINBROOK YARD - MAIN BUILDING (F),2111 BINBROOK ROAD,5508,1969-01-02,2018,"2111 binbrook road, Hamilton, Ontario",43.1159253,-79.78489627,"2111 Binbrook Rd, Binbrook, Ontario, L0R 1C0","2111 Binbrook Rd, Binbrook, Ontario, L0R 1C0",POINT (-79.784896271203 43.115925296729),10,11,11,Mark Tadeson,905-546-2110,mark.tadeson@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-11,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrTadeson2022.jpg.jpeg?itok=IXTC5Bi5,196798677.2,58437.14915
58,BINBROOK YARD - SALT / SAND STORAGE,2111 BINBROOK ROAD,2539,2004-01-02,2018,"2111 binbrook road, Hamilton, Ontario",43.1159253,-79.78489627,"2111 Binbrook Rd, Binbrook, Ontario, L0R 1C0","2111 Binbrook Rd, Binbrook, Ontario, L0R 1C0",POINT (-79.784896271203 43.115925296729),10,11,11,Mark Tadeson,905-546-2110,mark.tadeson@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-11,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrTadeson2022.jpg.jpeg?itok=IXTC5Bi5,196798677.2,58437.14915
59,BINBROOK YARD - STORAGE BUILDING,2111 BINBROOK ROAD,130,1969-01-01,2018,"2111 binbrook road, Hamilton, Ontario",43.1159253,-79.78489627,"2111 Binbrook Rd, Binbrook, Ontario, L0R 1C0","2111 Binbrook Rd, Binbrook, Ontario, L0R 1C0",POINT (-79.784896271203 43.115925296729),10,11,11,Mark Tadeson,905-546-2110,mark.tadeson@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-11,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrTadeson2022.jpg.jpeg?itok=IXTC5Bi5,196798677.2,58437.14915
60,BIRGE OUTDOOR POOL,167 BIRGE STREET,700,2016-01-02,2018,"167 birge street, Hamilton, Ontario",43.26202971,-79.84736148,"167 Birge St, Hamilton, Ontario, L8L 3L6","167 Birge St, Hamilton, Ontario, L8L 3L6",POINT (-79.847361482609 43.262029706157),2,3,3,Nrinder Nann,905-546-2702,ward3@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-3,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClNann2022.jpg.jpeg?itok=XcU3SJXW,15157684.04,22796.90359
61,Bobby Kerr Park - Storage - 2 Structures Side By Side,100 Reno Ave.,383,1968-01-02,2017,"100 reno ave., Hamilton, Ontario",43.21635969,-79.83917002,"100 Reno Ave, Hamilton, Ontario, L8T 2S7","100 Reno Ave, Hamilton, Ontario, L8T 2S7",POINT (-79.839170016273 43.216359691329),5,6,6,Tom Jackson,905-546-2707,tom.jackson@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-6,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrJackson2022.jpg.jpeg?itok=7Ri9I-wg,16090556.13,21230.93275
62,BRAMPTON YARD - MAIN BUILDING (F),2200 BRAMPTON STREET,3464,1989-01-02,2018,"2200 brampton street, Hamilton, Ontario",43.24841272,-79.7712227,"2200 Brampton St, Hamilton, Ontario, L8H 0A2","2200 Brampton St, Hamilton, Ontario, L8H 0A2",POINT (-79.771222704915 43.248412717715),3,4,4,Tammy Hwang,905-546-2113,ward4@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-4,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrHwang2022.jpg.jpeg?itok=BYWACH40,20411250.4,30523.09194
63,BRAMPTON YARD - QUONSET,2200 BRAMPTON STREET,1656,1989-01-02,2018,"2200 brampton street, Hamilton, Ontario",43.24841272,-79.7712227,"2200 Brampton St, Hamilton, Ontario, L8H 0A2","2200 Brampton St, Hamilton, Ontario, L8H 0A2",POINT (-79.771222704915 43.248412717715),3,4,4,Tammy Hwang,905-546-2113,ward4@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-4,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrHwang2022.jpg.jpeg?itok=BYWACH40,20411250.4,30523.09194
64,BRAMPTON YARD - SALT STORAGE,2200 BRAMPTON STREET,4796,1989-01-02,2018,"2200 brampton street, Hamilton, Ontario",43.24841272,-79.7712227,"2200 Brampton St, Hamilton, Ontario, L8H 0A2","2200 Brampton St, Hamilton, Ontario, L8H 0A2",POINT (-79.771222704915 43.248412717715),3,4,4,Tammy Hwang,905-546-2113,ward4@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-4,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrHwang2022.jpg.jpeg?itok=BYWACH40,20411250.4,30523.09194
65,Bruce Park - Washrooms / Changerooms,145 Brucedale Ave. E.,1903,1969-01-02,2017,"145 brucedale ave. e., Hamilton, Ontario",43.2390143,-79.87067608,"145 Brucedale Ave E, Hamilton, Ontario, L9A 1N6","145 Brucedale Ave E, Hamilton, Ontario, L9A 1N6",POINT (-79.870676081567 43.239014299232),7,8,8,John-Paul Danko,905-521-3958,ward8@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-8,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClDanko2022.jpg.jpeg?itok=JQOivEWx,13537637.86,16467.21489
66,BUCHANAN PARK - ICE HUT,111 COLUMBIA DRIVE,125,2011-01-02,2017,"111 columbia drive, Hamilton, Ontario",43.23387271,-79.89007767,"111 Columbia Dr, Hamilton, Ontario, L9C 3Y5","111 Columbia Dr, Hamilton, Ontario, L9C 3Y5",POINT (-79.890077672848 43.233872714096),7,8,8,John-Paul Danko,905-521-3958,ward8@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-8,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClDanko2022.jpg.jpeg?itok=JQOivEWx,13537637.86,16467.21489
67,Buchanan Park - Pavilion,111 Columbia Dr.,200,2016-01-01,2017,"111 columbia dr., Hamilton, Ontario",43.23387271,-79.89007767,"111 Columbia Dr, Hamilton, Ontario, L9C 3Y5","111 Columbia Dr, Hamilton, Ontario, L9C 3Y5",POINT (-79.890077672848 43.233872714096),7,8,8,John-Paul Danko,905-521-3958,ward8@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-8,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClDanko2022.jpg.jpeg?itok=JQOivEWx,13537637.86,16467.21489
68,Buchanan Park - Washroom And Changeroom Facility,111 Columbia Dr.,1959,1968-01-02,2017,"111 columbia dr., Hamilton, Ontario",43.23387271,-79.89007767,"111 Columbia Dr, Hamilton, Ontario, L9C 3Y5","111 Columbia Dr, Hamilton, Ontario, L9C 3Y5",POINT (-79.890077672848 43.233872714096),7,8,8,John-Paul Danko,905-521-3958,ward8@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-8,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClDanko2022.jpg.jpeg?itok=JQOivEWx,13537637.86,16467.21489
69,Bullocks Corner Park - Storage / Concession,40 Park Ave.,280,1954-01-02,2017,"40 park ave., Hamilton, Ontario",43.2751271,-79.9890967,"40 Park Ave, Dundas, Ontario, L9H 5B2","40 Park Ave, Dundas, Ontario, L9H 5B2",POINT (-79.989096699277 43.275127100421),12,13,13,Alex Wilson,905-546-2714,ward13@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-13,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-12/Postcard-ClrWilson2022.jpg.jpeg?itok=Nja7UYOw,272998885.4,84450.74325
70,BULLOCKS CORNER PARK - WASHROOM & STORAGE BUILDING,40 PARK AVENUE,1367,1971-01-02,2017,"40 park avenue, Hamilton, Ontario",43.2751271,-79.9890967,"40 Park Ave, Dundas, Ontario, L9H 5B2","40 Park Ave, Dundas, Ontario, L9H 5B2",POINT (-79.989096699277 43.275127100421),12,13,13,Alex Wilson,905-546-2714,ward13@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-13,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-12/Postcard-ClrWilson2022.jpg.jpeg?itok=Nja7UYOw,272998885.4,84450.74325
71,CARLISLE COMMUNITY CENTRE & ARENA,1496 CENTRE ROAD,33062,1982-01-02,2015,"1496 centre road, Hamilton, Ontario",43.39605739,-79.98293541,"1496 Centre Rd, Carlisle, Ontario, L0R 1H2","1496 Centre Rd, Carlisle, Ontario, L0R 1H2",POINT (-79.98293541371 43.39605738567),14,15,15,Ted McMeekin,905-546-2713,ted.mcmeekin@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-15,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrMcMeekin2022.jpg.jpeg?itok=5wJliyuK,125756672,55128.93937
72,Carlisle Community Centre - Washrooms / Concession,1496 Centre Rd.,481,1982-01-02,2019,"1496 centre rd., Hamilton, Ontario",43.39605739,-79.98293541,"1496 Centre Rd, Carlisle, Ontario, L0R 1H2","1496 Centre Rd, Carlisle, Ontario, L0R 1H2",POINT (-79.98293541371 43.39605738567),14,15,15,Ted McMeekin,905-546-2713,ted.mcmeekin@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-15,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrMcMeekin2022.jpg.jpeg?itok=5wJliyuK,125756672,55128.93937
73,CARLISLE LIBRARY,277 CARLISLE ROAD,2188.89,2022-06-15,2015,"277 carlisle road, Hamilton, Ontario",43.39433239,-79.98112149,"277 Carlisle Rd, Carlisle, Ontario, L0R 1H2","277 Carlisle Rd, Carlisle, Ontario, L0R 1H2",POINT (-79.981121486044 43.394332389997),14,15,15,Ted McMeekin,905-546-2713,ted.mcmeekin@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-15,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrMcMeekin2022.jpg.jpeg?itok=5wJliyuK,125756672,55128.93937
74,CARLISLE MEMORIAL HALL,273 CARLISLE ROAD,4513,1925-01-02,2022,"273 carlisle road, Hamilton, Ontario",43.39399338,-79.9815115,"273 Carlisle Rd, Carlisle, Ontario, L0R 1H2","273 Carlisle Rd, Carlisle, Ontario, L0R 1H2",POINT (-79.981511495999 43.393993383923),14,15,15,Ted McMeekin,905-546-2713,ted.mcmeekin@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-15,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrMcMeekin2022.jpg.jpeg?itok=5wJliyuK,125756672,55128.93937
75,Carlisle Memorial Park - Storage For Grass Cutting Equipment,1487 Centre Rd.,632,1976-01-02,2019,"1487 centre rd., Hamilton, Ontario",43.39471301,-79.98184258,"1487 Centre Rd, Carlisle, Ontario, L0R 1H2","1487 Centre Rd, Carlisle, Ontario, L0R 1H2",POINT (-79.981842581174 43.39471301222),14,15,15,Ted McMeekin,905-546-2713,ted.mcmeekin@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-15,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrMcMeekin2022.jpg.jpeg?itok=5wJliyuK,125756672,55128.93937
76,Carter Park - Washrooms / Storage,32 Stinson St.,333,1995-01-02,2017,"32 stinson st., Hamilton, Ontario",43.2491339,-79.8596051,"32 Stinson St, Hamilton, Ontario, L8N 2S4","32 Stinson St, Hamilton, Ontario, L8N 2S4",POINT (-79.859605096215 43.249133896664),1,2,2,Cameron Kroetsch,905-546-2197,ward2@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-2,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrKroetsch2022.png.jpeg?itok=_iOW26TK,5920186.384,15531.3396
77,Cathedral Park - (Hamilton Water)Field House / Washrooms / Storage,707 King St. W.,1475,2002-01-02,2013,"707 king st. w., Hamilton, Ontario",43.26260651,-79.88942116,"707 King St W, Hamilton, Ontario, L8P 4W3","707 King St W, Hamilton, Ontario, L8P 4W3",POINT (-79.889421158316 43.262606508508),0,1,1,Maureen Wilson,905-546-2416,ward1@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-1,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrMWilson2022.jpg.jpeg?itok=N6brvJsa,15325354.31,27766.73053
78,Centennial Heights Park - 2nd. Flr Concession Booth / Lower Level Washrooms / Utility Room,12 Karendale Cres.,528,1981-01-02,2017,"12 karendale cres., Hamilton, Ontario",43.39967489,-80.04313961,"12 Karendale Cres, Freelton, Ontario, L8B 0Z6","12 Karendale Cres, Freelton, Ontario, L8B 0Z6",POINT (-80.043139606734 43.399674889352),12,13,13,Alex Wilson,905-546-2714,ward13@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-13,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-12/Postcard-ClrWilson2022.jpg.jpeg?itok=Nja7UYOw,272998885.4,84450.74325
79,Centennial Heights Park - Pavilion,12 Karendale Cres.,1313,1968-01-02,2017,"12 karendale cres., Hamilton, Ontario",43.39967489,-80.04313961,"12 Karendale Cres, Freelton, Ontario, L8B 0Z6","12 Karendale Cres, Freelton, Ontario, L8B 0Z6",POINT (-80.043139606734 43.399674889352),12,13,13,Alex Wilson,905-546-2714,ward13@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-13,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-12/Postcard-ClrWilson2022.jpg.jpeg?itok=Nja7UYOw,272998885.4,84450.74325
